brand,processor,ram_gb,storage,gpu,screen_size_inch,resolution,battery_life_hours,weight_kg,operating_system,price_usd
Acer,AMD Ryzen 7,32,512GBSSD,AMD Radeon RX 6600,17.3,3840x2160,10.2,3.18,Windows,3652.54
Razer,Intel i5,16,2TBSSD,Nvidia GTX 1650,17.3,2560x1440,4.8,3.05,Freedos,2151.16
Asus,AMD Ryzen 3,16,1TBSSD,Nvidia RTX 2060,15.6,2560x1440,11.0,1.97,Linux,1295.82
Samsung,Intel i3,16,2TBSSD,Integrated,13.3,3840x2160,7.3,3.48,Freedos,1233.17
Samsung,AMD Ryzen 9,4,256GBSSD,AMD Radeon RX 6800,16.0,2560x1440,6.2,3.25,Linux,2021.03
Lenovo,Intel i7,8,512GBSSD,Nvidia GTX 1650,15.6,2560x1440,10.9,1.64,Freedos,1712.34
Lenovo,AMD Ryzen 3,4,256GBSSD,AMD Radeon RX 6800,16.0,1366x768,9.0,3.06,Linux,644.62
Microsoft,AMD Ryzen 7,4,2TBSSD,Nvidia GTX 1650,13.3,1366x768,11.3,3.41,Macos,1080.31
MSI,AMD Ryzen 5,32,1TBHDD,Nvidia RTX 3060,13.3,2560x1440,11.0,1.85,Windows,2163.24
Dell,AMD Ryzen 3,32,1TBHDD,Integrated,13.3,3840x2160,8.1,2.3,Macos,1219.56
Dell,AMD Ryzen 3,8,256GBSSD,Nvidia RTX 2060,17.3,3840x2160,10.0,1.83,Linux,1591.62
Apple,AMD Ryzen 7,4,256GBSSD,Nvidia RTX 2060,13.3,2560x1440,9.8,3.02,Linux,1956.13
HP,Intel i7,16,512GBSSD,Nvidia RTX 2060,15.6,1366x768,8.5,2.29,Windows,1477.04
HP,AMD Ryzen 3,4,512GBSSD,AMD Radeon RX 6600,13.3,3840x2160,9.6,2.7,Windows,1308.14
MSI,Intel i9,64,512GBSSD,Nvidia RTX 3060,16.0,1920x1080,9.2,1.54,Linux,5718.63
Acer,AMD Ryzen 3,32,2TBSSD,Nvidia RTX 3080,13.3,3840x2160,8.6,1.67,Linux,2160.12
Microsoft,Intel i3,64,512GBSSD,Integrated,15.6,3840x2160,7.5,3.32,Linux,2497.02
Acer,Intel i5,32,2TBSSD,Integrated,14.0,2560x1440,4.7,1.81,Freedos,1331.34
Lenovo,Intel i7,64,256GBSSD,Nvidia RTX 3080,14.0,3840x2160,10.0,1.59,Windows,4943.18
Asus,Intel i5,16,1TBHDD,Nvidia RTX 3060,13.3,3840x2160,11.1,2.75,Freedos,1766.23
Apple,Intel i5,8,512GBSSD,Nvidia RTX 3080,13.3,1366x768,7.0,3.01,Freedos,1364.0
Lenovo,AMD Ryzen 9,64,1TBSSD,Nvidia RTX 3080,14.0,2560x1440,8.1,2.08,Linux,4994.99
Razer,Intel i3,64,2TBSSD,AMD Radeon RX 6800,14.0,1366x768,7.5,1.7,Macos,2236.06
Apple,Intel i5,32,256GBSSD,AMD Radeon RX 6600,15.6,2560x1440,11.3,1.52,Windows,3282.01
Apple,AMD Ryzen 7,64,2TBSSD,Nvidia GTX 1650,14.0,1366x768,7.3,2.13,Windows,3752.7
MSI,Intel i9,32,512GBSSD,Nvidia GTX 1650,13.3,2560x1440,5.3,2.91,Macos,4222.16
HP,AMD Ryzen 9,16,1TBSSD,AMD Radeon RX 6600,15.6,3840x2160,9.6,2.29,Linux,3646.13
Razer,AMD Ryzen 3,4,2TBSSD,AMD Radeon RX 6600,14.0,1920x1080,11.5,2.88,Windows,946.77
HP,Intel i5,8,1TBHDD,Integrated,14.0,2560x1440,11.4,2.91,Freedos,670.25
Lenovo,AMD Ryzen 9,16,1TBHDD,Nvidia RTX 3060,13.3,1366x768,5.8,2.06,Windows,1360.56
MSI,Intel i3,64,256GBSSD,Nvidia GTX 1650,14.0,1920x1080,7.8,1.29,Freedos,2528.84
Lenovo,AMD Ryzen 5,8,512GBSSD,Nvidia RTX 3080,17.3,2560x1440,7.2,2.53,Macos,1394.87
HP,Intel i5,8,1TBHDD,Nvidia GTX 1650,17.3,1366x768,4.5,2.35,Windows,888.78
Dell,Intel i5,64,2TBSSD,Nvidia GTX 1650,16.0,3840x2160,10.2,3.49,Windows,4284.98
Samsung,Intel i3,32,1TBSSD,Nvidia GTX 1650,15.6,1366x768,4.9,1.61,Macos,1317.85
HP,Intel i9,4,512GBSSD,Nvidia RTX 3060,16.0,3840x2160,11.7,3.31,Macos,2795.69
MSI,AMD Ryzen 5,64,1TBSSD,Nvidia RTX 2060,17.3,1366x768,6.2,3.43,Windows,2860.01
Dell,Intel i3,64,512GBSSD,Nvidia RTX 2060,13.3,1366x768,10.0,2.09,Linux,1604.2
Razer,AMD Ryzen 7,64,512GBSSD,Nvidia RTX 2060,15.6,1920x1080,11.2,3.11,Macos,4532.3
Acer,Intel i7,32,2TBSSD,Nvidia GTX 1650,17.3,1920x1080,8.4,2.9,Windows,2064.5
Acer,AMD Ryzen 5,4,1TBSSD,Nvidia RTX 3060,15.6,1920x1080,5.4,1.4,Linux,908.15
Lenovo,Intel i9,4,1TBHDD,Nvidia GTX 1650,16.0,1366x768,8.3,3.28,Macos,1056.19
Samsung,AMD Ryzen 3,16,2TBSSD,Nvidia RTX 3060,17.3,1920x1080,9.1,1.52,Macos,1084.86
Asus,AMD Ryzen 9,64,1TBHDD,Nvidia RTX 2060,13.3,1366x768,9.4,1.27,Linux,2698.8
Lenovo,AMD Ryzen 9,16,512GBSSD,Nvidia RTX 3060,14.0,2560x1440,7.9,2.7,Freedos,2521.37
Dell,Intel i9,64,1TBSSD,Nvidia RTX 3080,17.3,1366x768,5.1,2.57,Linux,3608.14
Samsung,Intel i7,32,256GBSSD,Nvidia RTX 3080,14.0,1920x1080,8.2,2.31,Macos,2083.93
Apple,Intel i7,16,1TBSSD,Nvidia RTX 3080,15.6,1920x1080,10.5,1.96,Macos,2604.05
Samsung,Intel i3,8,1TBHDD,AMD Radeon RX 6600,17.3,1920x1080,5.8,3.16,Linux,676.22
Razer,Intel i7,32,512GBSSD,Nvidia RTX 2060,13.3,1920x1080,10.9,1.8,Linux,2696.49
Acer,Intel i5,8,512GBSSD,Nvidia RTX 3080,14.0,1920x1080,9.5,1.48,Macos,939.37
Lenovo,AMD Ryzen 7,64,512GBSSD,Nvidia RTX 3060,13.3,2560x1440,11.2,3.34,Freedos,3568.31
Razer,AMD Ryzen 7,16,1TBSSD,Nvidia RTX 3060,15.6,1920x1080,7.7,2.09,Freedos,2158.93
Asus,AMD Ryzen 5,4,1TBHDD,Integrated,17.3,3840x2160,4.7,1.82,Linux,1045.29
Asus,AMD Ryzen 7,8,512GBSSD,Nvidia GTX 1650,13.3,1920x1080,7.3,2.26,Linux,1395.15
Acer,Intel i3,64,512GBSSD,Integrated,16.0,1366x768,6.5,1.92,Freedos,1346.43
Dell,Intel i7,8,512GBSSD,AMD Radeon RX 6800,17.3,2560x1440,9.0,2.92,Linux,1726.27
MSI,Intel i7,16,2TBSSD,Nvidia RTX 3060,14.0,3840x2160,9.3,1.86,Linux,3278.32
Acer,Intel i7,16,512GBSSD,Integrated,15.6,1366x768,10.1,2.96,Macos,971.25
Samsung,Intel i7,32,256GBSSD,AMD Radeon RX 6800,14.0,3840x2160,6.7,1.81,Freedos,3316.39
Asus,Intel i3,32,2TBSSD,AMD Radeon RX 6800,16.0,1366x768,11.0,1.42,Freedos,1253.01
HP,Intel i9,4,2TBSSD,Nvidia RTX 3080,13.3,1920x1080,8.0,1.71,Linux,1509.65
Dell,AMD Ryzen 3,32,1TBSSD,Nvidia RTX 3080,17.3,1366x768,4.2,1.66,Linux,1209.81
Dell,AMD Ryzen 3,32,2TBSSD,Integrated,17.3,1366x768,5.5,2.72,Freedos,959.29
Apple,Intel i9,16,1TBHDD,Integrated,14.0,1366x768,9.6,3.31,Linux,1470.55
HP,AMD Ryzen 3,32,2TBSSD,Integrated,14.0,2560x1440,11.5,2.16,Linux,1111.24
Lenovo,AMD Ryzen 9,16,1TBHDD,AMD Radeon RX 6600,14.0,2560x1440,7.2,3.29,Freedos,2116.74
Apple,AMD Ryzen 3,8,512GBSSD,Nvidia GTX 1650,15.6,1366x768,5.8,2.45,Windows,1263.69
Acer,AMD Ryzen 5,16,512GBSSD,Nvidia RTX 2060,16.0,1920x1080,7.3,1.33,Linux,1315.88
HP,AMD Ryzen 3,4,256GBSSD,Integrated,15.6,3840x2160,6.7,1.7,Windows,826.37
HP,AMD Ryzen 3,16,1TBHDD,Nvidia GTX 1650,13.3,2560x1440,11.9,3.22,Windows,1199.37
Samsung,AMD Ryzen 9,4,2TBSSD,Nvidia RTX 3060,13.3,3840x2160,6.8,2.55,Windows,2472.47
Asus,Intel i9,8,2TBSSD,Nvidia RTX 3060,15.6,1366x768,9.3,1.34,Linux,1411.51
Apple,AMD Ryzen 5,64,1TBSSD,Nvidia RTX 3060,16.0,1366x768,6.4,2.12,Macos,3191.15
HP,AMD Ryzen 5,8,1TBSSD,Nvidia RTX 3080,15.6,2560x1440,9.4,2.7,Freedos,1435.6
Apple,AMD Ryzen 7,8,2TBSSD,Nvidia RTX 3060,16.0,1920x1080,11.3,1.43,Windows,2050.79
Lenovo,Intel i7,4,2TBSSD,AMD Radeon RX 6600,13.3,1920x1080,7.8,2.33,Macos,1154.52
MSI,Intel i3,8,2TBSSD,Nvidia RTX 2060,16.0,1920x1080,8.0,2.39,Windows,1222.94
Razer,Intel i9,4,2TBSSD,Nvidia RTX 3060,14.0,1366x768,6.2,3.44,Macos,1747.27
Microsoft,AMD Ryzen 5,4,1TBSSD,AMD Radeon RX 6600,15.6,2560x1440,10.2,2.59,Linux,1358.03
HP,Intel i5,32,2TBSSD,Nvidia GTX 1650,15.6,1366x768,6.9,1.29,Windows,1396.71
Razer,AMD Ryzen 5,8,1TBSSD,Integrated,17.3,2560x1440,5.5,1.88,Linux,1285.69
Samsung,Intel i3,16,2TBSSD,Nvidia GTX 1650,16.0,1920x1080,4.9,2.93,Macos,1195.15
Lenovo,Intel i3,64,2TBSSD,Nvidia RTX 3060,13.3,1366x768,10.9,1.38,Windows,1720.72
Samsung,AMD Ryzen 7,4,2TBSSD,AMD Radeon RX 6600,17.3,1366x768,9.5,3.28,Linux,940.51
MSI,Intel i9,64,1TBSSD,Nvidia GTX 1650,13.3,2560x1440,8.1,2.13,Windows,6311.8
Samsung,AMD Ryzen 9,8,512GBSSD,Nvidia RTX 3060,17.3,1920x1080,4.6,3.37,Windows,1948.12
Dell,Intel i7,8,512GBSSD,Nvidia RTX 3060,15.6,3840x2160,9.7,1.29,Windows,2213.06
Lenovo,Intel i7,16,1TBHDD,AMD Radeon RX 6800,16.0,2560x1440,4.2,2.93,Linux,1842.15
HP,Intel i7,32,1TBHDD,AMD Radeon RX 6800,13.3,3840x2160,10.7,1.6,Freedos,2703.15
Dell,Intel i7,64,1TBSSD,Nvidia RTX 2060,15.6,1920x1080,11.1,2.7,Windows,3366.72
HP,AMD Ryzen 5,8,1TBSSD,Nvidia RTX 3080,17.3,3840x2160,6.8,1.69,Windows,1814.88
Razer,Intel i9,64,1TBSSD,Nvidia RTX 3060,17.3,2560x1440,6.4,1.46,Freedos,7457.76
HP,AMD Ryzen 9,16,1TBSSD,Nvidia RTX 3080,14.0,3840x2160,6.3,1.57,Windows,3291.82
HP,Intel i3,32,2TBSSD,Nvidia RTX 3080,15.6,1920x1080,5.3,2.66,Linux,1401.59
Samsung,Intel i3,4,512GBSSD,Nvidia RTX 3080,17.3,1366x768,7.6,2.11,Macos,589.49
Razer,Intel i9,64,1TBHDD,AMD Radeon RX 6600,15.6,1920x1080,8.7,1.78,Linux,5091.77
Samsung,Intel i9,32,2TBSSD,AMD Radeon RX 6600,17.3,1366x768,4.9,3.16,Freedos,2558.67
Razer,AMD Ryzen 7,32,1TBSSD,Nvidia RTX 3060,15.6,2560x1440,7.3,2.28,Freedos,3924.11
Apple,Intel i9,64,512GBSSD,Nvidia RTX 2060,17.3,3840x2160,11.0,2.99,Linux,10629.76
Razer,AMD Ryzen 9,64,2TBSSD,AMD Radeon RX 6800,16.0,3840x2160,10.6,1.43,Windows,10133.09
Lenovo,AMD Ryzen 7,64,512GBSSD,AMD Radeon RX 6800,15.6,1366x768,4.1,3.35,Freedos,2793.3
MSI,AMD Ryzen 9,4,1TBSSD,Nvidia GTX 1650,16.0,1366x768,9.7,1.22,Macos,1759.66
Acer,AMD Ryzen 5,16,2TBSSD,Nvidia RTX 2060,17.3,1366x768,9.8,2.38,Freedos,1214.0
Apple,Intel i7,32,1TBSSD,Nvidia RTX 2060,17.3,1366x768,4.9,3.28,Freedos,2777.72
HP,Intel i7,32,2TBSSD,Nvidia RTX 3060,13.3,1366x768,6.3,2.1,Linux,1741.61
Razer,AMD Ryzen 5,8,1TBSSD,AMD Radeon RX 6600,13.3,2560x1440,7.7,3.14,Linux,1644.69
Razer,Intel i3,8,256GBSSD,AMD Radeon RX 6600,14.0,3840x2160,8.7,2.92,Linux,1888.92
Acer,Intel i9,64,1TBSSD,Nvidia RTX 2060,15.6,1920x1080,5.5,1.27,Macos,4435.05
Samsung,Intel i9,16,1TBHDD,Integrated,16.0,1920x1080,9.9,1.34,Freedos,1178.26
Samsung,Intel i7,16,256GBSSD,Nvidia GTX 1650,16.0,2560x1440,10.6,2.1,Freedos,2042.31
Acer,AMD Ryzen 3,32,1TBSSD,Integrated,16.0,1920x1080,5.0,3.15,Macos,971.83
Samsung,AMD Ryzen 3,16,1TBSSD,Integrated,16.0,1366x768,5.4,1.33,Linux,704.25
Microsoft,Intel i7,8,256GBSSD,Nvidia GTX 1650,13.3,2560x1440,9.6,3.46,Freedos,1570.34
Samsung,Intel i9,16,256GBSSD,Nvidia RTX 2060,16.0,1366x768,7.5,1.4,Freedos,1708.94
Samsung,Intel i7,8,1TBSSD,Nvidia GTX 1650,13.3,1920x1080,7.9,2.99,Macos,1399.07
Lenovo,Intel i3,64,512GBSSD,Integrated,17.3,1366x768,6.3,3.42,Linux,1207.64
HP,Intel i3,64,1TBSSD,Nvidia RTX 2060,16.0,1366x768,5.8,2.85,Macos,1790.23
MSI,AMD Ryzen 3,64,512GBSSD,AMD Radeon RX 6800,15.6,1366x768,9.9,2.36,Freedos,2219.17
Microsoft,Intel i7,64,1TBHDD,AMD Radeon RX 6600,13.3,1920x1080,6.5,1.74,Linux,2450.13
Razer,Intel i7,16,1TBHDD,Integrated,17.3,2560x1440,4.7,3.07,Linux,1535.9
Acer,Intel i5,64,2TBSSD,Nvidia RTX 2060,15.6,1920x1080,7.7,3.18,Freedos,2539.29
Microsoft,AMD Ryzen 7,32,2TBSSD,AMD Radeon RX 6800,13.3,2560x1440,5.6,1.25,Linux,2353.76
Lenovo,Intel i5,16,1TBHDD,Nvidia GTX 1650,14.0,1920x1080,8.1,3.19,Macos,1136.13
Samsung,Intel i9,8,1TBSSD,AMD Radeon RX 6800,13.3,2560x1440,6.4,2.45,Macos,1987.74
HP,Intel i9,16,512GBSSD,Nvidia RTX 2060,17.3,1366x768,7.8,2.83,Macos,1919.83
Dell,AMD Ryzen 5,32,2TBSSD,AMD Radeon RX 6800,16.0,2560x1440,9.6,1.43,Windows,2072.5
Dell,Intel i9,16,256GBSSD,Nvidia RTX 2060,17.3,1366x768,11.3,1.47,Macos,1795.29
Acer,Intel i3,4,1TBHDD,Nvidia GTX 1650,16.0,3840x2160,8.2,3.42,Freedos,1282.01
Samsung,AMD Ryzen 9,32,512GBSSD,AMD Radeon RX 6800,16.0,1920x1080,7.1,3.4,Windows,2804.49
Razer,AMD Ryzen 7,64,1TBSSD,Nvidia RTX 3060,13.3,1920x1080,7.0,1.37,Macos,4097.29
MSI,AMD Ryzen 5,8,1TBSSD,AMD Radeon RX 6600,13.3,2560x1440,5.0,1.56,Freedos,1544.31
Microsoft,AMD Ryzen 7,4,2TBSSD,Integrated,17.3,2560x1440,5.8,2.98,Windows,1109.36
Microsoft,Intel i7,32,1TBSSD,AMD Radeon RX 6800,13.3,1920x1080,5.7,2.75,Freedos,2138.91
Apple,Intel i7,4,1TBHDD,Nvidia RTX 2060,13.3,1366x768,5.4,2.15,Linux,1154.58
MSI,Intel i3,16,256GBSSD,Nvidia RTX 3080,16.0,3840x2160,9.2,1.71,Linux,2421.21
Apple,AMD Ryzen 3,64,1TBHDD,Nvidia RTX 2060,15.6,3840x2160,11.9,2.26,Linux,4633.86
Acer,AMD Ryzen 9,32,256GBSSD,Nvidia RTX 2060,16.0,1920x1080,6.9,3.24,Windows,2808.95
Acer,AMD Ryzen 9,4,1TBHDD,AMD Radeon RX 6600,15.6,1366x768,7.9,3.13,Macos,1251.23
MSI,Intel i7,4,2TBSSD,Nvidia RTX 3060,17.3,2560x1440,7.5,2.84,Macos,1908.28
Razer,AMD Ryzen 9,8,256GBSSD,AMD Radeon RX 6600,15.6,2560x1440,11.2,3.26,Macos,3304.8
Samsung,AMD Ryzen 3,8,1TBSSD,Nvidia RTX 2060,15.6,3840x2160,4.1,1.72,Linux,1432.93
MSI,AMD Ryzen 9,8,256GBSSD,AMD Radeon RX 6600,15.6,3840x2160,9.9,2.27,Macos,3881.66
Acer,Intel i5,64,256GBSSD,AMD Radeon RX 6600,16.0,1366x768,7.4,2.8,Freedos,2098.33
MSI,AMD Ryzen 3,64,512GBSSD,Nvidia GTX 1650,14.0,1366x768,9.2,1.92,Macos,2089.91
Microsoft,AMD Ryzen 9,4,2TBSSD,Nvidia GTX 1650,16.0,1920x1080,5.3,2.14,Freedos,1560.59
Lenovo,Intel i7,64,2TBSSD,Integrated,16.0,1366x768,8.8,1.87,Macos,1925.03
MSI,Intel i5,4,2TBSSD,Nvidia RTX 2060,13.3,1920x1080,4.9,2.78,Linux,1178.04
Samsung,AMD Ryzen 5,64,1TBHDD,Nvidia RTX 3060,16.0,2560x1440,11.2,1.36,Freedos,2584.35
Acer,Intel i7,16,512GBSSD,Nvidia RTX 2060,13.3,1920x1080,4.1,3.43,Macos,1424.72
Lenovo,AMD Ryzen 7,64,1TBSSD,Nvidia RTX 2060,14.0,1366x768,9.5,2.62,Freedos,2492.09
Samsung,AMD Ryzen 7,16,1TBHDD,AMD Radeon RX 6800,17.3,1920x1080,4.5,3.1,Macos,1447.77
Samsung,AMD Ryzen 9,4,1TBSSD,Nvidia GTX 1650,13.3,1920x1080,4.4,1.23,Freedos,1436.95
Acer,Intel i9,4,2TBSSD,AMD Radeon RX 6600,13.3,1920x1080,4.8,1.9,Freedos,1388.19
Samsung,AMD Ryzen 5,64,256GBSSD,AMD Radeon RX 6600,16.0,1366x768,4.1,1.29,Linux,2329.17
HP,Intel i9,4,512GBSSD,Nvidia RTX 3080,14.0,1366x768,4.3,3.12,Macos,1349.21
Samsung,Intel i7,32,1TBSSD,Integrated,14.0,2560x1440,6.0,2.16,Windows,1626.66
Apple,Intel i7,4,2TBSSD,Nvidia RTX 3080,16.0,1366x768,5.0,2.99,Macos,1702.14
Samsung,Intel i5,16,1TBHDD,Nvidia RTX 2060,13.3,3840x2160,8.8,1.85,Linux,1748.17
Razer,AMD Ryzen 5,8,1TBHDD,Nvidia RTX 2060,14.0,1366x768,9.6,2.33,Linux,884.41
Asus,AMD Ryzen 9,4,2TBSSD,AMD Radeon RX 6800,17.3,2560x1440,8.1,3.06,Linux,1918.62
Lenovo,AMD Ryzen 5,4,1TBHDD,Nvidia GTX 1650,14.0,3840x2160,7.3,3.12,Freedos,1232.99
Acer,AMD Ryzen 5,8,256GBSSD,Nvidia GTX 1650,13.3,1920x1080,7.3,2.11,Macos,1076.35
MSI,AMD Ryzen 5,16,2TBSSD,AMD Radeon RX 6800,16.0,2560x1440,5.4,2.07,Linux,2094.74
Apple,AMD Ryzen 3,8,256GBSSD,Nvidia RTX 2060,17.3,2560x1440,6.7,2.2,Windows,1814.56
Apple,Intel i7,64,512GBSSD,AMD Radeon RX 6800,14.0,2560x1440,7.8,2.66,Macos,5613.96
Dell,AMD Ryzen 7,8,2TBSSD,Nvidia RTX 3080,13.3,1366x768,8.0,1.29,Windows,1200.18
Razer,Intel i9,16,256GBSSD,Integrated,15.6,1920x1080,6.2,2.38,Macos,2132.68
Acer,AMD Ryzen 7,4,512GBSSD,Nvidia RTX 3060,15.6,2560x1440,6.7,2.16,Macos,1671.1
Asus,Intel i7,64,512GBSSD,Nvidia GTX 1650,15.6,2560x1440,7.7,2.49,Freedos,4050.54
Asus,AMD Ryzen 3,8,1TBSSD,Nvidia RTX 3080,16.0,1366x768,6.1,3.36,Freedos,798.66
Samsung,Intel i9,64,1TBHDD,Integrated,15.6,2560x1440,8.4,2.97,Windows,3093.58
HP,AMD Ryzen 7,64,2TBSSD,Nvidia RTX 3060,17.3,1920x1080,5.6,1.89,Linux,3332.06
Apple,Intel i3,16,1TBHDD,Integrated,16.0,1366x768,8.3,2.9,Freedos,723.34
MSI,Intel i5,8,1TBSSD,Nvidia RTX 3060,13.3,2560x1440,5.7,2.49,Freedos,1668.95
HP,Intel i9,8,1TBHDD,Nvidia RTX 2060,15.6,3840x2160,5.4,2.19,Windows,2426.18
Apple,Intel i9,32,1TBSSD,AMD Radeon RX 6600,15.6,3840x2160,5.3,2.86,Freedos,7269.05
Razer,AMD Ryzen 3,8,256GBSSD,Nvidia RTX 3060,15.6,1366x768,7.0,1.21,Freedos,1141.24
Dell,AMD Ryzen 7,8,1TBSSD,Nvidia RTX 3060,17.3,2560x1440,10.5,3.18,Linux,1772.94
Acer,Intel i9,32,2TBSSD,Nvidia RTX 3060,15.6,3840x2160,6.5,2.11,Windows,4655.42
MSI,Intel i9,32,256GBSSD,Integrated,16.0,3840x2160,11.0,2.04,Macos,4031.76
Dell,AMD Ryzen 9,16,2TBSSD,Nvidia RTX 3080,13.3,1920x1080,5.2,2.69,Freedos,2022.49
Razer,AMD Ryzen 9,4,512GBSSD,AMD Radeon RX 6800,15.6,1920x1080,5.7,1.96,Linux,2423.76
Microsoft,AMD Ryzen 5,4,2TBSSD,AMD Radeon RX 6800,15.6,1366x768,7.7,2.37,Windows,960.85
HP,AMD Ryzen 9,8,256GBSSD,AMD Radeon RX 6600,14.0,1366x768,11.7,2.42,Linux,1295.15
Microsoft,Intel i7,4,512GBSSD,AMD Radeon RX 6600,14.0,1366x768,11.1,3.19,Linux,861.7
MSI,Intel i3,16,512GBSSD,AMD Radeon RX 6600,14.0,1920x1080,8.4,2.52,Freedos,1304.72
Dell,Intel i7,4,256GBSSD,Integrated,16.0,2560x1440,6.1,1.72,Macos,1187.47
HP,Intel i3,4,1TBHDD,AMD Radeon RX 6600,15.6,1920x1080,5.6,2.02,Macos,711.62
MSI,AMD Ryzen 9,16,256GBSSD,Nvidia RTX 3060,16.0,1920x1080,4.7,3.22,Macos,2864.86
MSI,AMD Ryzen 9,4,2TBSSD,Integrated,16.0,1920x1080,10.3,1.67,Linux,1420.6
Apple,AMD Ryzen 7,8,2TBSSD,Nvidia GTX 1650,15.6,1366x768,8.8,3.19,Linux,1778.16
Acer,AMD Ryzen 7,32,256GBSSD,Nvidia RTX 2060,17.3,1920x1080,4.8,1.21,Freedos,2116.28
Lenovo,AMD Ryzen 5,64,1TBHDD,AMD Radeon RX 6800,16.0,1366x768,6.6,1.32,Freedos,1818.86
Microsoft,Intel i9,4,512GBSSD,Integrated,14.0,1366x768,6.0,2.48,Macos,737.55
Samsung,Intel i7,4,1TBHDD,Nvidia RTX 3060,13.3,1920x1080,7.5,3.35,Linux,1035.3
Razer,AMD Ryzen 9,16,1TBHDD,Nvidia RTX 3080,16.0,1366x768,11.5,2.02,Macos,2086.13
Apple,AMD Ryzen 3,16,2TBSSD,Nvidia RTX 3060,14.0,3840x2160,7.9,1.87,Windows,2590.1
Samsung,Intel i7,64,512GBSSD,Integrated,13.3,2560x1440,6.2,2.99,Macos,2560.62
Lenovo,Intel i3,64,1TBSSD,AMD Radeon RX 6600,14.0,2560x1440,8.5,2.43,Freedos,2510.05
Dell,AMD Ryzen 9,16,512GBSSD,Nvidia RTX 3080,16.0,1920x1080,9.5,1.48,Macos,2319.87
Asus,AMD Ryzen 9,64,512GBSSD,Nvidia RTX 2060,14.0,1920x1080,7.8,3.47,Freedos,3964.01
MSI,AMD Ryzen 7,4,1TBHDD,AMD Radeon RX 6600,16.0,3840x2160,9.7,2.41,Windows,2359.83
Microsoft,Intel i9,8,2TBSSD,Nvidia RTX 3060,16.0,2560x1440,4.3,2.65,Freedos,2137.92
HP,Intel i3,64,1TBHDD,Integrated,14.0,1366x768,11.0,1.2,Freedos,896.37
Lenovo,Intel i5,8,1TBHDD,Nvidia RTX 3080,16.0,1920x1080,10.8,2.8,Windows,1036.56
Samsung,Intel i7,32,1TBSSD,Nvidia RTX 3080,17.3,1920x1080,8.0,2.86,Windows,2178.0
Samsung,Intel i7,32,1TBHDD,Nvidia GTX 1650,17.3,2560x1440,6.0,2.75,Macos,2333.61
Lenovo,AMD Ryzen 3,8,256GBSSD,Integrated,14.0,2560x1440,4.1,3.05,Linux,637.59
Microsoft,Intel i7,64,256GBSSD,AMD Radeon RX 6600,14.0,3840x2160,4.6,1.47,Macos,4975.45
MSI,AMD Ryzen 5,4,2TBSSD,Nvidia RTX 2060,16.0,1366x768,5.3,2.92,Linux,1107.45
Razer,AMD Ryzen 3,16,256GBSSD,Integrated,15.6,1366x768,7.9,1.84,Freedos,971.8
Lenovo,AMD Ryzen 5,32,512GBSSD,Nvidia RTX 3060,13.3,2560x1440,7.4,1.32,Linux,2017.75
Acer,Intel i3,64,1TBHDD,Nvidia RTX 3080,17.3,1366x768,7.7,1.89,Freedos,1402.36
Samsung,Intel i7,8,1TBSSD,Nvidia RTX 3060,14.0,3840x2160,8.3,3.25,Macos,1982.34
HP,Intel i7,4,2TBSSD,Nvidia GTX 1650,15.6,3840x2160,4.7,1.57,Linux,2067.08
Lenovo,Intel i5,8,2TBSSD,Nvidia RTX 3060,17.3,2560x1440,9.6,1.92,Windows,1436.07
MSI,Intel i5,16,1TBSSD,Nvidia GTX 1650,15.6,3840x2160,4.3,1.55,Freedos,2829.98
MSI,AMD Ryzen 3,32,512GBSSD,AMD Radeon RX 6600,14.0,3840x2160,8.6,2.07,Freedos,2785.48
Dell,Intel i3,64,1TBSSD,Nvidia RTX 3080,17.3,3840x2160,11.5,2.9,Macos,3751.83
Microsoft,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 2060,15.6,3840x2160,4.6,3.47,Linux,1300.75
MSI,Intel i9,32,1TBSSD,Nvidia RTX 2060,16.0,1920x1080,6.7,1.45,Linux,3689.85
HP,AMD Ryzen 5,8,1TBHDD,Nvidia RTX 2060,16.0,3840x2160,10.2,1.43,Windows,1480.52
Asus,AMD Ryzen 9,64,2TBSSD,Integrated,16.0,2560x1440,10.7,2.26,Linux,3650.57
Lenovo,Intel i7,8,512GBSSD,Nvidia GTX 1650,15.6,1920x1080,6.4,3.23,Macos,1240.53
Apple,AMD Ryzen 3,32,512GBSSD,AMD Radeon RX 6600,14.0,1366x768,4.7,3.42,Linux,1619.19
Razer,Intel i7,16,1TBHDD,Integrated,16.0,2560x1440,10.1,1.55,Windows,1460.46
Dell,Intel i7,16,2TBSSD,AMD Radeon RX 6600,14.0,3840x2160,9.7,1.66,Macos,2437.16
Dell,Intel i9,64,256GBSSD,Nvidia RTX 3060,13.3,1920x1080,7.8,1.95,Linux,4030.62
Samsung,AMD Ryzen 5,8,256GBSSD,Nvidia RTX 3080,16.0,1366x768,8.8,1.28,Linux,1069.57
Samsung,Intel i9,32,512GBSSD,AMD Radeon RX 6600,13.3,2560x1440,6.9,1.85,Macos,3312.94
Dell,Intel i7,8,256GBSSD,Nvidia RTX 2060,17.3,1920x1080,11.0,1.23,Windows,1409.28
Samsung,Intel i9,32,512GBSSD,Nvidia RTX 3060,15.6,1920x1080,8.2,2.08,Macos,2778.61
